arc_length,pressure
0.32563,1.7377
0.32736,1.7361
0.32909,1.7345
0.33082,1.7329
0.33255,1.7314
0.33429,1.7298
0.33602,1.7283
0.33775,1.7267
0.33948,1.7252
0.34121,1.7237
0.34295,1.7222
0.34468,1.7207
0.34641,1.7193
0.34814,1.7178
0.34987,1.7163
0.35161,1.7149
0.35334,1.7135
0.35507,1.7121
0.3568,1.7107
0.35853,1.7093
0.36027,1.7079
0.362,1.7065
0.36373,1.7052
0.36546,1.7038
0.36719,1.7025
0.36893,1.7012
0.37066,1.6998
0.37239,1.6985
0.37412,1.6973
0.37585,1.696
0.37759,1.6947
0.37932,1.6934
0.38105,1.6922
0.38278,1.691
0.38452,1.6897
0.38625,1.6885
0.38798,1.6873
0.38971,1.6861
0.39144,1.6849
0.39318,1.6837
0.39491,1.6826
0.39664,1.6814
0.39837,1.6802
0.4001,1.6791
0.40184,1.678
0.40357,1.6768
0.4053,1.6757
0.40703,1.6746
0.40876,1.6735
0.4105,1.6724
0.41223,1.6714
0.41396,1.6703
0.41569,1.6692
0.41742,1.6682
0.41916,1.6671
0.42089,1.6661
0.42262,1.6651
0.42435,1.6641
0.42608,1.6631
0.42782,1.6621
0.42955,1.6611
0.43128,1.6601
0.43301,1.6591
0.43474,1.6582
0.43648,1.6572
0.43821,1.6563
0.43994,1.6553
0.44167,1.6544
0.44341,1.6535
0.44514,1.6526
0.44687,1.6516
0.4486,1.6507
0.45033,1.6498
0.45207,1.649
0.4538,1.6481
0.45553,1.6472
0.45726,1.6463
0.45899,1.6455
0.46073,1.6446
0.46246,1.6438
0.46419,1.643
0.46592,1.6421
0.46765,1.6413
0.46939,1.6405
0.47112,1.6397
0.47285,1.6389
0.47458,1.6381
0.47631,1.6373
0.47805,1.6365
0.47978,1.6358
0.48151,1.635
0.48324,1.6342
0.48497,1.6335
0.48671,1.6327
0.48844,1.632
0.49017,1.6313
0.4919,1.6305
0.49363,1.6298
0.49537,1.6291
0.4971,1.6284
0.49883,1.6277
0.50056,1.627
0.50229,1.6263
0.50403,1.6256
0.50576,1.6249
0.50749,1.6243
0.50922,1.6236
0.51095,1.6229
0.51269,1.6223
0.51442,1.6216
0.51615,1.621
0.51788,1.6204
0.51962,1.6197
0.52135,1.6191
0.52308,1.6185
0.52481,1.6179
0.52654,1.6173
0.52828,1.6166
0.53001,1.616
0.53174,1.6155
0.53347,1.6149
0.5352,1.6143
0.53694,1.6137
0.53867,1.6131
0.5404,1.6126
0.54213,1.612
0.54386,1.6114
0.5456,1.6109
0.54733,1.6103
0.54906,1.6098
0.55079,1.6093
0.55252,1.6087
0.55426,1.6082
0.55599,1.6077
0.55772,1.6072
0.55945,1.6066
0.56118,1.6061
0.56292,1.6056
0.56465,1.6051
0.56638,1.6046
0.56811,1.6041
0.56984,1.6036
0.57158,1.6032
0.57331,1.6027
0.57504,1.6022
0.57677,1.6017
0.5785,1.6013
0.58024,1.6008
0.58197,1.6004
0.5837,1.5999
0.58543,1.5995
0.58717,1.599
0.5889,1.5986
0.59063,1.5981
0.59236,1.5977
0.59409,1.5973
0.59583,1.5968
0.59756,1.5964
0.59929,1.596
0.60102,1.5956
0.60275,1.5952
0.60449,1.5948
0.60622,1.5944
0.60795,1.594
0.60968,1.5936
0.61141,1.5932
0.61315,1.5928
0.61488,1.5924
0.61661,1.592
0.61834,1.5917
0.62007,1.5913
0.62181,1.5909
0.62354,1.5906
0.62527,1.5902
0.627,1.5898
0.62873,1.5895
0.63047,1.5891
0.6322,1.5888
0.63393,1.5884
0.63566,1.5881
0.63739,1.5878
0.63913,1.5874
0.64086,1.5871
0.64259,1.5868
0.64432,1.5864
0.64605,1.5861
0.64779,1.5858
0.64952,1.5855
0.65125,1.5852
0.65298,1.5849
0.65472,1.5845
0.65645,1.5842
0.65818,1.5839
0.65991,1.5836
0.66164,1.5833
0.66338,1.5831
0.66511,1.5828
0.66684,1.5825
0.66857,1.5822
0.6703,1.5819
0.67204,1.5816
0.67377,1.5814
0.6755,1.5811
0.67723,1.5808
0.67896,1.5805
0.6807,1.5803
0.68243,1.58
0.68416,1.5797
0.68589,1.5795
0.68762,1.5792
0.68936,1.579
0.69109,1.5787
0.69282,1.5785
0.69455,1.5782
0.69628,1.578
0.69802,1.5777
0.69975,1.5775
0.70148,1.5773
0.70321,1.577
0.70494,1.5768
0.70668,1.5766
0.70841,1.5763
0.71014,1.5761
0.71187,1.5759
0.7136,1.5757
0.71534,1.5754
0.71707,1.5752
0.7188,1.575
0.72053,1.5748
0.72227,1.5746
0.724,1.5744
0.72573,1.5742
0.72746,1.574
0.72919,1.5738
0.73093,1.5736
0.73266,1.5734
0.73439,1.5732
0.73612,1.573
0.73785,1.5728
0.73959,1.5726
0.74132,1.5724
0.74305,1.5722
0.74478,1.572
0.74651,1.5718
0.74825,1.5716
0.74998,1.5715
0.75171,1.5713
0.75344,1.5711
0.75517,1.5709
0.75691,1.5708
0.75864,1.5706
0.76037,1.5704
0.7621,1.5702
0.76383,1.5701
0.76557,1.5699
0.7673,1.5697
0.76903,1.5696
0.77076,1.5694
0.77249,1.5692
0.77423,1.5691
0.77596,1.5689
0.77769,1.5688
0.77942,1.5686
0.78115,1.5684
0.78289,1.5683
0.78462,1.5681
0.78635,1.568
0.78808,1.5678
0.78982,1.5677
0.79155,1.5675
0.79328,1.5674
0.79501,1.5672
0.79674,1.5671
0.79848,1.567
0.80021,1.5668
0.80194,1.5667
0.80367,1.5665
0.8054,1.5664
0.80714,1.5663
0.80887,1.5661
0.8106,1.566
0.81233,1.5658
0.81406,1.5657
0.8158,1.5656
0.81753,1.5655
0.81926,1.5653
0.82099,1.5652
0.82272,1.5651
0.82446,1.5649
0.82619,1.5648
0.82792,1.5647
0.82965,1.5645
0.83138,1.5644
0.83312,1.5643
0.83485,1.5641
0.83658,1.564
0.83831,1.5638
0.84004,1.5637
0.84178,1.5636
0.84351,1.5634
0.84524,1.5633
0.84697,1.5631
0.8487,1.563
0.85044,1.5628
0.85217,1.5627
0.8539,1.5625
0.85563,1.5624
0.85737,1.5622
0.8591,1.5621
0.86083,1.5619
0.86256,1.5617
0.86429,1.5616
0.86603,1.5614
0.86776,1.5612
0.86949,1.561
0.87122,1.5608
0.87295,1.5606
0.87469,1.5604
0.87642,1.5602
0.87815,1.56
0.87988,1.5599
0.88161,1.5597
0.88335,1.5595
0.88508,1.5593
0.88681,1.5591
0.88854,1.559
0.89027,1.5588
0.89201,1.5586
0.89374,1.5585
0.89547,1.5583
0.8972,1.5581
0.89893,1.558
0.90067,1.5578
0.9024,1.5577
0.90413,1.5575
0.90586,1.5574
0.90759,1.5572
0.90933,1.5571
0.91106,1.557
0.91279,1.5568
0.91452,1.5567
0.91625,1.5566
0.91799,1.5564
0.91972,1.5563
0.92145,1.5562
0.92318,1.5561
0.92492,1.5559
0.92665,1.5558
0.92838,1.5557
0.93011,1.5555
0.93184,1.5554
0.93358,1.5553
0.93531,1.5552
0.93704,1.555
0.93877,1.5549
0.9405,1.5548
0.94224,1.5547
0.94397,1.5545
0.9457,1.5544
0.94743,1.5543
0.94916,1.5542
0.9509,1.5541
0.95263,1.5539
0.95436,1.5538
0.95609,1.5537
0.95782,1.5536
0.95956,1.5535
0.96129,1.5534
0.96302,1.5532
0.96475,1.5531
0.96648,1.553
0.96822,1.5529
0.96995,1.5528
0.97168,1.5527
0.97341,1.5526
0.97514,1.5525
0.97688,1.5524
0.97861,1.5523
0.98034,1.5521
0.98207,1.552
0.9838,1.5519
0.98554,1.5518
0.98727,1.5517
0.989,1.5516
0.99073,1.5515
0.99247,1.5514
0.9942,1.5513
0.99593,1.5512
0.99766,1.5511
0.99939,1.551
1.0011,1.5509
1.0029,1.5508
1.0046,1.5507
1.0063,1.5506
1.0081,1.5504
1.0098,1.5503
1.0115,1.5502
1.0132,1.5501
1.015,1.55
1.0167,1.5499
1.0184,1.5498
1.0202,1.5497
1.0219,1.5497
1.0236,1.5496
1.0254,1.5495
1.0271,1.5494
1.0288,1.5493
1.0306,1.5492
1.0323,1.5491
1.034,1.549
1.0358,1.549
1.0375,1.5489
1.0392,1.5488
1.041,1.5487
1.0427,1.5486
1.0444,1.5485
1.0462,1.5484
1.0479,1.5484
1.0496,1.5483
1.0514,1.5482
1.0531,1.5481
1.0548,1.548
1.0566,1.5479
1.0583,1.5478
1.06,1.5477
1.0617,1.5476
1.0635,1.5474
1.0652,1.5473
1.0669,1.5472
1.0687,1.5471
1.0704,1.547
1.0721,1.5469
1.0739,1.5468
1.0756,1.5466
1.0773,1.5465
1.0791,1.5464
1.0808,1.5463
1.0825,1.5461
1.0843,1.546
1.086,1.5458
1.0877,1.5456
1.0895,1.5455
1.0912,1.5453
1.0929,1.5452
1.0947,1.545
1.0964,1.5449
1.0981,1.5447
1.0999,1.5446
1.1016,1.5445
1.1033,1.5443
1.105,1.5442
1.1068,1.5441
1.1085,1.5439
1.1102,1.5438
1.112,1.5437
1.1137,1.5436
1.1154,1.5434
1.1172,1.5433
1.1189,1.5432
1.1206,1.5431
1.1224,1.543
1.1241,1.5429
1.1258,1.5428
1.1276,1.5427
1.1293,1.5426
1.131,1.5425
1.1328,1.5424
1.1345,1.5423
1.1362,1.5422
1.138,1.5421
1.1397,1.542
1.1414,1.5419
1.1432,1.5418
1.1449,1.5417
1.1466,1.5416
1.1483,1.5415
1.1501,1.5414
1.1518,1.5413
1.1535,1.5412
1.1553,1.5411
1.157,1.5409
1.1587,1.5408
1.1605,1.5407
1.1622,1.5406
1.1639,1.5405
1.1657,1.5404
1.1674,1.5403
1.1691,1.5402
1.1709,1.54
1.1726,1.5399
1.1743,1.5398
1.1761,1.5397
1.1778,1.5396
1.1795,1.5395
1.1813,1.5394
1.183,1.5393
1.1847,1.5391
1.1865,1.539
1.1882,1.5389
1.1899,1.5388
1.1917,1.5387
1.1934,1.5386
1.1951,1.5384
1.1968,1.5383
1.1986,1.5382
1.2003,1.5381
1.202,1.538
1.2038,1.5379
1.2055,1.5377
1.2072,1.5376
1.209,1.5375
1.2107,1.5373
1.2124,1.5372
1.2142,1.5371
1.2159,1.537
1.2176,1.5368
1.2194,1.5367
1.2211,1.5365
1.2228,1.5364
1.2246,1.5363
1.2263,1.5361
1.228,1.536
1.2298,1.5358
1.2315,1.5357
1.2332,1.5355
1.235,1.5354
1.2367,1.5352
1.2384,1.5351
1.2401,1.5349
1.2419,1.5347
1.2436,1.5346
1.2453,1.5344
1.2471,1.5343
1.2488,1.5343
1.2505,1.5341
1.2523,1.534
1.254,1.5339
1.2557,1.5337
1.2575,1.5335
1.2592,1.5334
1.2609,1.5332
1.2627,1.533
1.2644,1.5327
1.2661,1.5325
1.2679,1.5323
1.2696,1.532
1.2713,1.5318
1.2731,1.5315
1.2748,1.5312
1.2765,1.531
1.2783,1.5307
1.28,1.5304
1.2817,1.5301
1.2834,1.5298
1.2852,1.5295
1.2869,1.5292
1.2886,1.5289
1.2904,1.5286
1.2921,1.5283
1.2938,1.528
1.2956,1.5277
1.2973,1.5274
1.299,1.5271
1.3008,1.5268
1.3025,1.5265
1.3042,1.5262
1.306,1.5259
1.3077,1.5255
1.3094,1.5252
1.3112,1.5249
1.3129,1.5246
1.3146,1.5243
1.3164,1.5239
1.3181,1.5236
1.3198,1.5233
1.3216,1.523
1.3233,1.5226
1.325,1.5223
1.3268,1.522
1.3285,1.5216
1.3302,1.5213
1.3319,1.521
1.3337,1.5206
1.3354,1.5203
1.3371,1.5199
1.3389,1.5196
1.3406,1.5192
1.3423,1.5189
1.3441,1.5185
1.3458,1.5182
1.3475,1.5178
1.3493,1.5175
1.351,1.5171
1.3527,1.5168
1.3545,1.5164
1.3562,1.516
1.3579,1.5156
1.3597,1.5151
1.3614,1.5147
1.3631,1.5142
1.3649,1.5138
1.3666,1.5133
1.3683,1.5128
1.3701,1.5123
1.3718,1.5118
1.3735,1.5112
1.3752,1.5106
1.377,1.51
1.3787,1.5094
1.3804,1.5088
1.3822,1.5082
1.3839,1.5075
1.3856,1.5068
1.3874,1.5061
1.3891,1.5053
1.3908,1.5045
1.3926,1.5037
1.3943,1.5029
1.396,1.5021
1.3978,1.5012
1.3995,1.5003
1.4012,1.4993
1.403,1.4984
1.4047,1.4974
1.4064,1.4963
1.4082,1.4953
1.4099,1.4942
1.4116,1.4931
1.4134,1.4919
1.4151,1.4908
1.4168,1.4896
1.4185,1.4884
1.4203,1.4871
1.422,1.4858
1.4237,1.4845
1.4255,1.4832
1.4272,1.4818
1.4289,1.4804
1.4307,1.4789
1.4324,1.4775
1.4341,1.476
1.4359,1.4744
1.4376,1.4728
1.4393,1.4712
1.4411,1.4696
1.4428,1.4679
1.4445,1.4662
1.4463,1.4645
1.448,1.4627
1.4497,1.4609
1.4515,1.459
1.4532,1.4571
1.4549,1.4552
1.4567,1.4532
1.4584,1.4512
1.4601,1.4492
1.4619,1.4471
1.4636,1.445
1.4653,1.4428
1.467,1.4406
1.4688,1.4384
1.4705,1.4361
1.4722,1.4338
1.474,1.4315
1.4757,1.4291
1.4774,1.4267
1.4792,1.4242
1.4809,1.4217
1.4826,1.4191
1.4844,1.4165
1.4861,1.4139
1.4878,1.4112
1.4896,1.4085
1.4913,1.4057
1.493,1.4029
1.4948,1.4001
1.4965,1.3972
1.4982,1.3942
1.5,1.3912
1.5017,1.3882
1.5034,1.3851
1.5052,1.382
1.5069,1.3788
1.5086,1.3756
1.5103,1.3723
1.5121,1.369
1.5138,1.3656
1.5155,1.3622
1.5173,1.3587
1.519,1.3552
1.5207,1.3516
1.5225,1.348
1.5242,1.3444
1.5259,1.3407
1.5277,1.3369
1.5294,1.3331
1.5311,1.3293
1.5329,1.3254
1.5346,1.3215
1.5363,1.3176
1.5381,1.3136
1.5398,1.3096
1.5415,1.3055
1.5433,1.3014
1.545,1.2972
1.5467,1.293
1.5485,1.2888
1.5502,1.2845
1.5519,1.2802
1.5536,1.2758
1.5554,1.2714
1.5571,1.267
1.5588,1.2625
1.5606,1.2579
1.5623,1.2534
1.564,1.2487
1.5658,1.2441
1.5675,1.2394
1.5692,1.2346
1.571,1.2297
1.5727,1.2248
1.5744,1.2199
1.5762,1.215
1.5779,1.2102
1.5796,1.2053
1.5814,1.2005
1.5831,1.1956
1.5848,1.1908
1.5866,1.186
1.5883,1.1812
1.59,1.1765
1.5918,1.1717
1.5935,1.167
1.5952,1.1623
1.597,1.1576
1.5987,1.1529
1.6004,1.1483
1.6021,1.1436
1.6039,1.139
1.6056,1.1344
1.6073,1.1298
1.6091,1.1253
1.6108,1.1207
1.6125,1.1162
1.6143,1.1117
1.616,1.1072
1.6177,1.1028
1.6195,1.0983
1.6212,1.0939
1.6229,1.0895
1.6247,1.0853
1.6264,1.0814
1.6281,1.0777
1.6299,1.074
1.6316,1.0704
1.6333,1.067
1.6351,1.0637
1.6368,1.0605
1.6385,1.0573
1.6403,1.0543
1.642,1.0514
1.6437,1.0486
1.6454,1.0459
1.6472,1.0433
1.6489,1.0408
1.6506,1.0384
1.6524,1.036
1.6541,1.0338
1.6558,1.0317
1.6576,1.0296
1.6593,1.0276
1.661,1.0257
1.6628,1.0239
1.6645,1.0222
1.6662,1.0205
1.668,1.0189
1.6697,1.0174
1.6714,1.016
1.6732,1.0147
1.6749,1.0134
1.6766,1.0121
1.6784,1.011
1.6801,1.01
1.6818,1.009
1.6836,1.0081
1.6853,1.0073
1.687,1.0065
1.6887,1.0058
1.6905,1.0051
1.6922,1.0045
1.6939,1.0039
1.6957,1.0034
1.6974,1.003
1.6991,1.0025
1.7009,1.0022
1.7026,1.0018
1.7043,1.0015
1.7061,1.0012
1.7078,1.001
1.7095,1.0008
1.7113,1.0006
1.713,1.0005
1.7147,1.0004
1.7165,1.0003
1.7182,1.0002
1.7199,1.0001
1.7217,1.0001
1.7234,1.0
1.7251,1.0
1.7269,1.0
1.7286,1.0
1.7303,1.0
1.7321,1.0
